"ID","location","size_est","size_actual","charcoal_present","smoker_present","salads","burgers","hotdogs","chicken","beyond_items","propane_used"
11113,"beach","small",11,0,0,8.06039723550443,0,1,0,0,53.3823778247275
11114,"beach","large",53,1,0,37.6544755762846,1,1,0,0,39.3639532397736
11115,"campsite","small",14,0,0,5.31971035035725,1,1,0,0,56.9236254804445
11116,"backyard","small",12,1,0,6.02511305341344,1,0,0,0,49.6597505134667
11117,"campsite","small",11,0,0,6.42509982621418,1,1,0,0,55.6273096456646
11118,"beach","small",9,1,0,5.43513265454931,1,1,0,1,43.0434913117162
11119,"campsite","small",9,1,0,7.56488887672402,1,1,1,0,44.8520936047589
11120,"backyard","small",13,1,1,6.2462786491317,1,1,0,1,27.7222595014699
11121,"campsite","small",12,0,0,7.43853536839692,1,0,0,1,55.7525730725901
11122,"campsite","small",9,0,0,7.67443389685928,1,1,1,0,53.7737580398693
11123,"backyard","small",9,1,0,5.53897572362711,0,1,1,0,47.2830778490033
11124,"backyard","small",8,1,0,4.77675635464337,1,1,1,1,46.0397690291491
11125,"backyard","small",6,1,0,5.6197036667107,1,1,1,1,45.9427516687235
11126,"backyard","large",38,0,0,24.9064915238278,1,1,0,1,63.8700386370733
11127,"backyard","small",12,1,0,7.59721429409087,1,1,1,1,47.3244036756253
11128,"backyard","small",14,0,0,10.2463490652575,1,1,0,1,59.0338500108969
11129,"backyard","small",9,0,0,7.10102246789113,1,1,0,0,55.5613000896442
11130,"campsite","small",13,0,0,9.03693467289085,1,1,0,0,56.0873330162358
11131,"campsite","small",8,0,0,3.82846185003863,0,0,1,0,56.2247496429574
11132,"beach","small",8,0,0,4.4565900160612,1,1,1,0,53.3431777293288
11133,"backyard","small",21,1,1,14.977622460015,1,0,1,0,33.0628217587666
11134,"backyard","small",15,0,0,9.65642866256271,1,1,0,1,57.7276001744127
11135,"campsite","small",8,1,1,6.40106392181424,1,1,0,0,24.3306890097315
11136,"backyard","large",40,1,0,31.3127194879336,0,1,1,0,54.0378870930401
11137,"backyard","small",11,1,0,3.03829190408958,1,1,1,0,48.9416065958534
11138,"campsite","small",15,0,1,11.7813746066112,1,1,1,0,36.3897536202363
11139,"beach","large",43,0,0,39.1730591774276,1,1,0,0,52.8547937643091
11140,"backyard","small",10,1,0,5.87471131143503,1,1,1,0,45.5756055854154
11141,"campsite","small",16,1,0,12.5531934737864,1,1,1,1,45.7060987962196
11142,"backyard","large",38,0,0,28.6436976873751,1,1,1,0,64.4080376022563
11143,"backyard","small",11,1,1,7.50524276581753,1,1,1,0,27.5872109764997
11144,"campsite","small",9,1,0,5.89134875682434,1,1,0,0,45.7808743430626
11145,"campsite","small",13,1,0,8.25940050075488,1,1,0,0,44.067830431614
11146,"backyard","large",48,1,0,31.0620495681288,1,1,1,0,57.3966675265517
11147,"beach","small",6,0,0,4.6151116958233,1,1,1,0,54.1319735660637
11148,"backyard","small",9,0,0,4.41448411836251,1,1,1,1,57.3188078913131
11149,"campsite","small",7,1,0,5.15149632965904,1,1,1,1,43.2052247792402
11150,"backyard","small",5,1,1,2.87898981600059,1,1,0,0,24.8488061778888
11151,"beach","small",12,1,0,3.8263992353296,0,1,1,0,43.6818588249244
11152,"backyard","small",11,0,0,9.45738126483667,1,1,1,1,57.6085429680749
11153,"backyard","small",9,1,0,7.48777432281058,1,1,0,0,45.4865237257414
11154,"beach","small",19,1,0,13.0269586931689,1,1,1,0,43.3510735757583
11155,"campsite","large",44,0,1,33.3855508790261,1,1,0,0,35.3851914654649
11156,"campsite","small",10,1,0,4.69645195501482,1,1,1,0,45.2356985370261
11157,"backyard","small",14,0,1,9.94018872357211,1,1,1,0,38.143654611765
11158,"backyard","small",10,1,0,6.57373691685652,1,1,1,0,45.2306399546276
11159,"campsite","small",18,1,1,10.6387720626405,0,0,0,0,27.627564202535
11160,"campsite","small",12,0,0,5.70195022584098,0,1,0,0,53.5700210418114
11161,"backyard","large",50,0,0,33.1065070099783,1,1,0,0,65.4545064832892
11162,"backyard","small",10,0,0,6.94823646558504,1,1,1,1,56.5594069710044
11163,"campsite","large",39,0,0,31.1578722918651,1,1,1,0,57.7146801564612
11164,"backyard","small",6,0,0,5.3945145004601,1,1,1,1,54.3813144542842
11165,"campsite","large",35,0,0,24.6557620336875,1,1,1,0,57.7742528885369
11166,"beach","large",33,1,0,26.357624162922,1,1,0,0,42.6022399705099
11167,"backyard","small",10,0,0,6.20053368396146,1,1,0,0,58.569447984745
11168,"campsite","small",14,0,0,8.00354092275542,1,1,1,1,55.9645118698488
11169,"backyard","small",12,0,0,9.92766910768206,0,1,1,1,56.3601978522921
11170,"backyard","small",12,1,0,7.24784992193069,1,1,0,0,46.3122925924958
11171,"backyard","small",10,1,0,5.76442557421503,0,0,0,0,47.0274403015112
11172,"backyard","small",7,1,0,4.23120048667462,1,1,1,1,46.776565611268
11173,"campsite","small",13,1,0,4.79183478294579,1,1,1,1,44.0106918079129
11174,"campsite","small",13,1,0,9.85744502041353,1,1,1,0,45.300050658624
11175,"beach","small",11,0,0,10.3113824119291,1,1,1,0,55.4110923311508
11176,"campsite","large",37,1,1,27.2284689553068,0,1,1,0,26.2145715401328
11177,"backyard","large",35,0,1,20.9571617532892,1,1,1,0,43.9570811964468
11178,"beach","small",13,0,0,8.51448246611198,1,1,1,0,55.5710375237295
11179,"beach","large",44,1,0,37.5783861163526,1,1,0,0,41.8704604817041
11180,"backyard","large",44,1,0,36.6631620304959,1,0,1,1,59.32207404591
11181,"backyard","small",9,1,0,6.34227160847511,0,1,0,1,47.331476045756
11182,"backyard","small",18,0,0,10.159776562049,1,1,1,0,58.5515800577027
11183,"backyard","small",7,1,1,5.44519162386888,1,1,1,0,24.9685572972156
11184,"campsite","small",11,0,0,7.04906937486421,0,1,1,0,56.3877995522325
11185,"backyard","small",7,1,0,3.4437007460392,1,1,1,0,45.0249869051221
11186,"campsite","large",41,1,0,29.9219777528638,1,1,1,1,46.65372524077
11187,"campsite","large",40,0,0,33.3736272357929,1,1,1,1,56.8342315082754
11188,"backyard","large",45,0,0,28.477164081895,1,1,1,1,65.436794951486
11189,"campsite","large",39,1,0,37.1205408132672,1,1,1,1,47.4190840544621
11190,"beach","large",57,0,0,44.3945236850609,1,1,0,1,47.1266085034733
11191,"backyard","small",8,0,1,5.32789847230442,1,1,0,1,35.4868604390038
11192,"backyard","large",55,1,1,33.0669324918627,1,1,1,1,37.8475717136058
11193,"backyard","small",10,0,0,5.19497092540341,0,1,0,1,57.0395442423734
11194,"backyard","large",49,1,0,44.0449485554747,1,1,1,0,57.2104785598008
11195,"backyard","large",45,0,0,30.3335509037446,1,1,1,1,66.477148846178
11196,"campsite","small",16,1,0,8.4611627915052,1,1,0,1,45.8043511612861
11197,"campsite","small",11,1,0,5.71507064193884,1,1,0,1,45.7016392928633
11198,"campsite","large",41,1,0,31.841919946948,1,1,0,0,47.9996845896603
11199,"backyard","small",9,1,0,4.38648912929074,1,1,1,0,45.4226060440257
11200,"campsite","large",36,1,1,33.2789404189787,0,1,1,0,29.7984381963959
11201,"campsite","small",10,0,0,6.19996067473718,1,1,0,0,56.722254236609
11202,"backyard","small",7,1,1,3.89390438244775,1,1,1,1,26.9422158762535
11203,"backyard","small",10,0,0,5.43196371335156,1,1,1,1,55.0255045666946
11204,"campsite","large",52,0,0,42.5529862256313,1,1,1,0,55.9436180297263
11205,"campsite","small",10,1,1,6.29517695357062,1,1,0,1,24.5014639402961
11206,"beach","small",12,1,1,7.95108370509521,1,1,0,1,23.8042980658629
11207,"campsite","small",8,0,0,5.61216178480955,1,1,1,0,55.4046497303335
11208,"campsite","small",7,1,0,3.63547522806564,0,1,1,0,45.6244380180267
11209,"campsite","large",46,1,0,35.8242856848569,1,1,1,0,45.3940549528756
11210,"campsite","small",11,0,0,6.05698890351112,0,1,0,0,55.6603469923013
11211,"campsite","small",8,1,0,3.41196575868586,0,1,1,0,46.1518350421249
11212,"backyard","small",9,0,0,4.75345361650353,1,1,1,0,56.9533073598893
11213,"beach","small",10,1,1,5.29804873452682,1,1,1,1,23.997087969251
11214,"backyard","small",10,0,0,5.97656184291897,1,1,1,1,57.5376938980723
11215,"backyard","large",37,0,0,30.5870504862179,1,1,0,0,65.2887832110261
11216,"campsite","small",10,0,1,4.613011088388,1,1,1,1,36.6619657855095
11217,"backyard","small",7,0,0,5.18807249609888,1,1,1,0,55.2830448488921
11218,"campsite","small",12,1,0,9.3064914456643,1,1,1,1,47.0615505650838
11219,"backyard","small",14,0,1,7.7542810792783,1,1,1,1,39.8562326025463
11220,"backyard","small",17,0,1,11.6494544941884,1,1,1,0,40.0177554895388
11221,"campsite","small",21,1,0,15.9654472816313,1,1,1,0,47.1812549963404
11222,"campsite","large",43,1,0,28.085609458268,1,1,1,0,49.2231438603478
11223,"backyard","small",9,1,0,4.57611838379635,0,1,1,0,46.8388883176324
11224,"backyard","small",16,0,0,7.45164726856507,1,1,0,1,57.8507566911722
11225,"backyard","large",57,0,0,44.6226659749864,1,1,1,0,64.1238480272271
11226,"campsite","small",17,0,0,11.9061350983715,1,1,1,1,55.2498863274552
11227,"backyard","small",15,0,0,10.2005158884945,1,1,1,0,57.8704354484324
11228,"backyard","small",20,0,0,11.8959187742944,1,1,1,0,60.0475593590177
11229,"backyard","large",43,0,1,37.4249293782131,0,1,1,0,43.5649704370172
11230,"backyard","small",11,1,0,8.6356746631809,1,1,1,1,48.2478348010567
11231,"campsite","small",13,0,0,10.469078000068,1,1,0,1,53.7781248501665
11232,"campsite","small",9,0,0,3.71526788461697,1,1,0,0,53.8743740284692
11233,"beach","small",9,1,0,5.01761763236712,1,1,1,0,43.1194880642762
11234,"backyard","small",15,0,1,7.85087437742257,0,1,0,0,38.5852254737474
11235,"campsite","small",14,1,0,10.9760750122002,0,1,1,0,45.2951094127691
11236,"backyard","large",45,1,0,36.2232986233524,0,1,0,1,54.4886842647243
11237,"backyard","small",14,1,0,9.66144288638554,0,1,0,0,48.0692075996226
11238,"campsite","small",9,0,0,8.63728652766421,1,1,0,0,54.7131045325505
11239,"backyard","small",9,1,0,5.99698487247783,0,1,0,0,45.6516813734097
11240,"backyard","large",43,0,1,39.3087719816163,1,1,0,0,44.876750337521
11241,"beach","small",11,1,0,4.84298892213168,0,0,0,1,45.7157499011697
11242,"backyard","large",42,0,1,30.2226706809761,1,1,1,0,44.1141135080592
11243,"backyard","small",12,0,0,8.84115748861947,1,1,1,1,58.0521147279175
11244,"beach","small",8,1,0,2.87663051032188,1,1,0,0,43.386095125979
11245,"backyard","small",15,0,0,6.98662007508773,1,1,1,0,59.3845300363843
11246,"backyard","small",14,1,0,4.93826975975557,1,1,1,0,48.3965509026534
11247,"campsite","small",10,0,1,5.90345347751902,1,1,0,0,35.2922260818291
11248,"campsite","small",9,0,1,5.3540769568836,1,1,1,0,34.9595971666151
11249,"campsite","small",11,0,1,6.40594533350587,1,1,0,1,35.0730468027816
11250,"backyard","small",16,1,0,12.3683546508132,1,1,0,1,47.9470203076195
11251,"campsite","small",17,0,0,12.4703853637751,1,1,1,1,54.9897246375152
11252,"backyard","large",49,0,0,40.3389910020571,1,0,1,1,71.1278712671602
11253,"beach","large",41,1,0,24.2352526116335,1,1,1,0,43.114500223879
11254,"campsite","small",10,0,0,6.78382744464518,1,1,0,0,53.8050766305488
11255,"backyard","small",16,0,1,8.84936422497929,0,1,1,0,39.0424511029128
11256,"backyard","small",11,0,0,8.37493296064617,1,1,0,0,59.1551616584136
11257,"campsite","small",13,0,0,9.45992233934113,0,1,1,0,55.9017966653899
11258,"backyard","small",13,1,0,11.0518763914334,1,1,1,0,47.4081700992657
11259,"beach","small",14,1,1,8.08065356900537,1,1,0,1,24.3888157444107
11260,"campsite","small",7,0,0,4.10261501554233,1,1,1,0,54.0113546705251
11261,"beach","small",8,0,0,6.59218958376731,0,1,1,0,53.5208587085905
11262,"backyard","small",10,0,0,7.1966921915203,1,1,1,1,55.059313641203
11263,"beach","small",10,1,0,4.85612021113132,1,1,0,0,44.8023053502723
11264,"backyard","small",13,1,0,10.6437585856936,1,1,1,0,49.6726465670618
11265,"campsite","small",12,1,0,7.87253716229976,1,1,0,1,47.5191896707977
11266,"campsite","small",17,0,0,9.89341009637309,0,1,1,0,55.8973816789513
11267,"campsite","small",11,1,1,8.54418692046458,1,1,1,0,25.5013228567973
11268,"backyard","small",14,1,0,9.16633949653614,1,1,0,1,47.0678833130617
11269,"campsite","small",15,1,0,8.53534135021121,1,1,1,0,45.8082263071578
11270,"backyard","small",11,1,1,5.57063704783774,1,1,1,1,27.6038903619861
11271,"backyard","large",38,0,0,21.4530383858898,1,1,0,0,66.3247093134935
11272,"backyard","small",13,0,0,5.91804977522554,0,1,1,0,57.6287604476961
11273,"backyard","small",8,1,0,3.9158472595357,1,1,0,0,47.7847367837967
11274,"campsite","small",12,1,0,8.16875920800703,1,1,1,0,43.643883215326
11275,"campsite","small",14,1,0,9.11952841969586,1,1,0,1,45.1846144592255
11276,"backyard","small",8,1,0,3.59163793930388,1,0,1,0,48.1839147004826
11277,"backyard","small",11,1,0,7.50066422152071,1,1,0,0,47.6031974020369
11278,"backyard","small",13,0,0,6.73880891987399,1,1,0,0,58.7394461844596
11279,"backyard","small",12,1,0,7.12417216423159,0,1,0,0,47.1694234060782
11280,"backyard","small",9,0,1,7.59745994019645,1,1,1,1,34.6980033753129
11281,"beach","large",39,1,0,29.42010311614,0,1,1,1,41.2450286069519
11282,"campsite","large",39,0,0,25.5599374506296,1,1,0,0,57.2064638417356
11283,"backyard","small",12,1,0,9.17329858924931,1,1,1,0,46.9913239399857
11284,"beach","small",5,1,0,2.9564609426073,1,1,1,0,41.949683791434
11285,"campsite","small",12,0,0,6.58530099105398,1,1,1,0,56.2878592410026
11286,"backyard","small",9,1,0,5.90578597228365,1,1,1,0,46.0374712315588
11287,"backyard","small",14,0,0,8.79421274720506,1,1,0,0,57.3304099619321
11288,"backyard","small",19,1,0,11.9544422822991,1,1,0,0,51.2493831123926
11289,"beach","small",9,1,0,6.12450506902892,1,1,0,0,42.6307197432711
11290,"beach","small",13,0,0,10.7514432558518,0,1,0,0,53.5675126443367
11291,"campsite","large",53,0,0,37.5989766234585,0,1,0,0,55.241126433181
11292,"backyard","small",10,0,0,5.88807289739942,0,1,1,0,57.2962121468384
11293,"campsite","small",9,0,1,3.57858188589522,0,1,1,0,34.6121599012861
11294,"beach","small",10,0,0,7.33607788613042,1,1,1,0,53.3268820435806
11295,"beach","small",9,1,0,6.67842835130852,1,0,1,0,45.4321654228825
11296,"backyard","small",13,0,0,11.7952610480413,1,1,1,0,59.2147596819453
11297,"backyard","small",12,1,0,7.60492860344129,1,1,1,0,46.5804710313714
11298,"backyard","small",8,0,0,2.936219929493,1,1,1,0,56.6128698348855
11299,"campsite","small",11,0,0,6.53341364303922,1,1,0,0,53.2332855505196
11300,"backyard","small",16,0,0,10.083332676443,1,1,1,1,59.5666096880037
11301,"backyard","large",46,0,0,27.7252337438387,1,1,1,0,63.6928598993171
11302,"backyard","small",10,0,0,7.06576355269347,0,1,1,0,57.0655084977127
11303,"backyard","large",37,1,0,23.4728723638813,1,1,1,0,55.9297516399285
11304,"backyard","small",14,0,1,10.1864783912861,1,0,1,0,38.1736181599008
11305,"campsite","large",41,0,1,24.7171675997552,0,1,1,0,36.6603492607908
11306,"campsite","small",11,0,0,5.37471313981617,1,1,1,0,57.1011649284442
11307,"campsite","small",7,0,0,5.85510735235922,1,1,1,1,51.3584365185465
11308,"backyard","small",13,1,1,10.5453535283316,1,1,0,0,28.9677253672907
11309,"backyard","small",12,0,0,8.82364393955776,0,1,0,0,56.9195672372114
11310,"backyard","small",10,0,1,3.79562942356024,1,1,1,0,35.6754714041193
11311,"backyard","small",16,0,0,12.5613833787732,0,1,0,0,59.1171533832925
11312,"campsite","small",10,0,1,6.6592322811975,1,0,0,0,36.8781749664513
11313,"backyard","small",11,0,0,8.68568137236554,1,1,1,0,56.436675425052
11314,"backyard","small",9,1,0,7.88206961681978,1,1,0,0,46.8452784535406
11315,"campsite","small",8,0,0,4.11211339066984,1,1,1,1,54.6530392530754
11316,"campsite","small",10,1,1,7.23554307998769,1,1,0,1,24.7930760561216
11317,"backyard","small",9,0,0,7.1086685719813,0,1,0,1,56.6145898779958
11318,"backyard","small",13,1,0,11.9740609888114,1,1,0,0,48.7817526192398
11319,"backyard","small",16,1,0,11.280499521061,1,1,0,1,50.071090155868
11320,"campsite","small",11,1,0,8.76244232033946,1,1,1,1,46.1236068424817
11321,"backyard","small",11,0,0,5.04538735542495,1,1,1,0,56.2498826459413
11322,"backyard","large",43,1,0,38.0060995038602,1,1,1,0,53.5925490757172
11323,"campsite","small",18,1,1,15.3726673944611,1,1,1,0,26.0581515734744
11324,"backyard","small",16,0,0,14.6773638876802,1,1,1,1,59.278067947348
11325,"campsite","small",11,1,0,6.15342277064391,1,1,1,0,45.0548189132803
11326,"backyard","small",13,1,0,9.01309521892015,0,1,0,0,46.4841109576993
11327,"campsite","small",14,0,0,9.98688138171164,1,1,0,0,55.720282823978
11328,"backyard","small",10,0,0,6.68683959027809,1,0,1,0,57.3264544778855
11329,"campsite","small",8,1,0,5.24783570104309,1,1,1,0,43.1743752480863
11330,"campsite","large",37,1,0,28.8938160551136,1,1,1,0,46.7695566290062
11331,"backyard","small",10,0,1,3.99138386842513,1,1,0,0,37.5678133102606
11332,"backyard","small",12,0,0,8.14967633680606,1,1,1,0,57.8704294715897
11333,"backyard","small",18,0,0,13.4427794810869,1,1,1,0,59.3196488897305
11334,"backyard","large",41,1,0,27.1910914619654,1,1,0,0,55.3714943973235
11335,"backyard","small",14,1,0,7.20475237320227,0,1,0,0,47.7562172075042
11336,"backyard","small",15,1,0,12.4987344227678,1,1,0,0,47.2782472080684
11337,"backyard","large",34,0,0,27.7288501320056,1,1,0,0,63.4472263198143
11338,"backyard","small",7,0,0,3.26022110531738,1,1,1,0,54.8314106111965
11339,"backyard","small",18,0,1,10.4974180542872,1,1,1,0,41.1594520373333
11340,"campsite","small",14,1,0,5.49119775349574,0,1,1,1,44.7616176511781
11341,"beach","small",16,1,0,5.69930262109209,1,1,1,0,44.001760150022
11342,"backyard","small",14,0,0,11.6883351870838,0,0,0,0,58.131217371117
11343,"backyard","small",10,1,0,7.51356166545502,0,1,1,0,46.8765890723281
11344,"backyard","large",41,0,0,34.9008463246758,1,1,1,0,65.0713889408599
11345,"backyard","small",9,0,0,5.43863361899361,1,1,1,1,55.7275013649458
11346,"backyard","small",16,1,1,6.99690426984457,0,1,1,1,27.4424820550725
11347,"campsite","small",17,1,0,10.8800228139465,1,1,1,1,46.0255728242067
11348,"backyard","small",14,0,0,8.21404228585824,1,1,1,0,59.3002555355454
11349,"backyard","small",16,1,1,7.06191584417147,0,1,1,1,28.1991784643965
11350,"backyard","large",62,1,0,42.2098538397214,0,1,0,0,53.051187115159
11351,"backyard","large",44,0,0,40.7861232328133,1,1,1,0,67.4233924074482
11352,"beach","small",9,0,1,2.49090458736999,1,1,1,1,34.4669778689712
11353,"backyard","large",50,0,0,42.5648445250422,1,1,0,0,65.6193106676731
11354,"campsite","large",40,1,0,22.3961344585396,1,1,1,0,47.207284294016
11355,"backyard","small",14,0,1,8.83873965037371,1,1,1,1,38.7558944798459
11356,"beach","small",11,1,0,6.4351662655844,1,1,1,0,44.0693903771172
11357,"beach","small",11,0,0,8.17717683368905,0,1,1,0,54.4019259093254
11358,"campsite","small",13,0,0,10.4347892005489,1,1,0,1,55.9430925959763
11359,"backyard","small",9,1,0,4.84979882092783,1,1,1,1,45.8307997399417
11360,"backyard","small",9,1,0,5.87583908241497,0,1,1,1,46.6631787284281
11361,"campsite","small",16,0,0,11.9936337917214,1,0,1,0,58.9032102965278
11362,"backyard","small",11,0,0,9.27469103771907,0,1,1,1,57.6543750210222
11363,"backyard","small",15,0,0,9.45658237554811,1,1,0,1,59.395587527857
11364,"backyard","small",7,1,0,6.41937286602135,1,1,1,0,45.1483633142788
11365,"backyard","small",11,1,0,4.61502638769155,1,1,1,0,46.901046330477
11366,"backyard","small",12,0,0,7.23758926465997,1,1,0,0,58.1652771601675
11367,"backyard","small",19,0,0,10.3972503505825,1,1,1,1,59.0896763706147
11368,"campsite","small",16,1,0,9.98814355225057,1,1,1,0,46.6496733393465
11369,"backyard","small",15,1,0,11.1193808231974,1,1,0,0,50.7276505088197
11370,"campsite","small",9,1,0,4.63665906564847,1,1,1,0,45.0832278388913
11371,"campsite","small",11,0,0,6.72872318738384,0,1,1,1,55.0518115573336
11372,"backyard","small",12,1,0,8.71956733219732,1,1,0,0,46.1028995810382
11373,"backyard","small",14,1,1,11.6232119809077,1,1,1,0,26.832267118497
11374,"campsite","small",14,0,0,9.27847694264273,1,1,1,0,55.4895885109518
11375,"backyard","large",39,1,1,32.0336756763127,1,1,1,1,36.8916113695856
11376,"beach","small",15,0,0,5.53396676160051,1,1,1,1,54.1858330773079
11377,"campsite","small",10,1,1,8.61074655439795,1,1,1,0,24.3326450431027
